GENEID	gene	e14.5	e17.5	p0	p3	p7	p10	p14	p21
ENSMUSG00000061524	Zic2	3877.66	2197.09	1691.52	697.16	699.94	378.94	127.28	228.23
ENSMUSG00000061531	Tmem236	5.83	5.59	10.86	14.66	7.4	10.66	16.03	17.38
ENSMUSG00000061533	Cep128	1729.95	2219.12	2786.29	629.77	658.3	595.74	603.02	773.93
ENSMUSG00000061535	C1qtnf7	18.46	1.98	2.18	6.8	7.04	17.77	48.01	71.54
ENSMUSG00000061536	Sec22c	385.13	370.91	511.05	343.17	372.85	531.68	772.0	709.79
ENSMUSG00000061540	Orm2	2.78	3.0	1.05	10.29	4.99	2.37	2.75	4.4
ENSMUSG00000061544	Zfp229	397.49	390.63	388.23	474.31	339.1	461.72	712.81	440.96
ENSMUSG00000061559	Wdr61	2054.73	1749.86	2028.15	1789.51	1850.9	1772.78	1510.17	1434.34
ENSMUSG00000061561	Olfr373	16.87	11.16	5.97	3.16	3.66	3.55	6.83	4.82
ENSMUSG00000061576	Dpp6	2053.35	2891.76	2222.0	3164.44	3179.66	2936.36	5563.22	5850.66
ENSMUSG00000061578	Ksr2	218.37	250.09	182.52	256.95	279.89	391.96	493.56	644.31
ENSMUSG00000061589	Dot1l	395.67	541.31	440.36	557.51	895.6	705.74	1028.96	796.73
ENSMUSG00000061601	Pclo	210.5	575.9	469.43	830.86	1081.0	1094.21	1769.04	1746.01
ENSMUSG00000061603	Akap6	7227.28	4989.36	4095.19	3893.98	3785.92	5140.59	8514.47	9562.61
ENSMUSG00000061607	Mdc1	154.55	147.92	106.54	32.65	34.4	24.85	30.96	29.01
ENSMUSG00000061613	U2af1	6041.25	5184.47	6373.43	3921.99	3999.59	3624.56	2577.34	2228.36
ENSMUSG00000061615	H2ac4	45114.78	47144.57	45728.86	1928.01	2515.53	907.12	504.21	408.85
ENSMUSG00000061616	Olfr12	10.7	15.68	13.56	13.28	10.8	9.47	13.15	15.68
ENSMUSG00000061619	Vma21-ps	8.49	2.22	6.39	4.54	3.21	7.11	2.04	3.24
ENSMUSG00000061650	Med9	1479.33	1813.51	1608.1	1484.06	1556.63	1559.54	1956.51	2258.14
ENSMUSG00000061653	Vmn1r46	272.34	198.38	220.55	194.35	156.41	143.28	182.91	190.07
ENSMUSG00000061654	Spry3	253.19	242.31	210.98	280.03	190.93	265.26	428.11	1096.59
ENSMUSG00000061665	Cd2ap	3328.35	3012.45	3623.13	1617.4	1567.02	1640.18	1489.99	1691.63
ENSMUSG00000061666	Gdpd1	3939.14	5615.2	6551.91	6515.22	7099.24	5341.86	4326.97	3596.54
ENSMUSG00000061684	Rpl21-ps8	5.83	3.72	12.33	1.05	3.29	1.18	4.02	3.22
ENSMUSG00000061689	Dlgap4	1828.82	2119.3	1549.02	1754.97	2212.33	1555.96	1641.33	1682.22
ENSMUSG00000061702	Tmem91	21.97	24.01	18.62	144.03	121.59	108.91	165.8	119.87
ENSMUSG00000061718	Ppp1r1b	1.02	7.39	17.77	32.81	34.02	30.81	117.94	167.6
ENSMUSG00000061723	Tnnt3	44.9	3.06	3.23	9.07	2.9	11.84	7.86	11.17
ENSMUSG00000061731	Ext1	3192.01	2698.91	2794.76	4879.76	4546.45	5300.36	5127.25	4573.93
ENSMUSG00000061740	Cyp2d22	82.97	163.28	293.23	103.5	83.47	151.57	455.91	1073.93
ENSMUSG00000061742	Slc22a12	1.02	1.62	1.13	3.32	4.14	3.55	3.0	2.25
ENSMUSG00000061751	Kalrn	5537.58	4582.19	3375.73	2723.57	2804.28	2178.71	1954.04	1794.15
ENSMUSG00000061755	Bod1l	3563.54	5007.7	6856.78	6164.13	5570.31	6373.56	5983.98	6635.8
ENSMUSG00000061758	Akr1b10	31.65	35.44	25.49	9.07	5.26	11.85	10.28	16.36
ENSMUSG00000061759	Armt1	256.19	213.26	227.16	110.96	113.74	126.66	111.76	132.6
ENSMUSG00000061762	Tac1	243.33	236.72	422.03	844.19	873.14	908.24	1289.3	1138.08
ENSMUSG00000061778	Mospd2	1223.25	1248.21	1596.12	1168.49	1072.75	1066.92	1018.51	852.72
ENSMUSG00000061787	Rps17	38715.9	33259.9	34355.27	21516.07	19481.97	24621.39	17088.08	14240.06
ENSMUSG00000061798	Olfr1204	27.52	26.05	22.38	17.49	15.6	20.13	18.27	18.08
ENSMUSG00000061802	Armc4	0.74	1.98	1.62	4.54	2.74	5.92	9.06	10.99
ENSMUSG00000061808	Ttr	55.6	24.75	18.37	2987.43	1688.27	4410.13	5960.7	5208.01
ENSMUSG00000061816	Myl1	118.44	3.18	3.83	16.28	0.78	16.58	11.68	12.09
ENSMUSG00000061829	Vmn1r214	5.27	6.11	3.9	4.37	5.67	1.19	7.28	8.19
ENSMUSG00000061838	Suclg2	4950.29	3740.94	3641.54	775.46	792.83	776.81	569.15	675.94
ENSMUSG00000061843	Vmn1r-ps32	0.74	0.48	2.67	1.05	2.12	1.18	0.89	1.96
ENSMUSG00000061848	Gm5805	2.49	0.48	2.74	3.48	1.64	1.18	2.55	1.92
ENSMUSG00000061859	Patj	1130.07	929.41	614.39	998.02	1008.63	1577.39	2064.21	3284.38
ENSMUSG00000061863	Gm6822	2.78	1.56	0.53	1.22	1.72	2.37	1.41	0.31
ENSMUSG00000061878	Sphk1	323.08	306.34	229.95	334.71	350.76	375.39	481.45	343.16
ENSMUSG00000061882	Ccdc62	169.55	111.83	120.93	139.68	141.86	150.37	195.14	313.95
ENSMUSG00000061887	Ssbp3	844.47	667.55	347.6	388.47	396.15	330.34	202.76	174.41
ENSMUSG00000061894	Zscan20	864.49	952.4	794.53	553.35	573.62	524.69	452.22	517.24
ENSMUSG00000061898	Rbak	368.77	450.42	278.84	240.26	234.24	317.28	255.43	180.19
ENSMUSG00000061904	Slc25a3	919.55	434.88	515.59	348.76	490.71	437.89	500.67	512.6
ENSMUSG00000061911	Myt1l	347.99	672.19	606.47	598.7	581.04	651.05	788.67	916.27
ENSMUSG00000061928	Dsg1b	1.47	2.16	1.05	4.7	1.05	2.37	1.98	23.27
ENSMUSG00000061950	Ppp4r1	2466.47	2214.21	2157.06	1266.28	1725.12	1152.02	873.33	922.89
ENSMUSG00000061979	Rcc1l	1118.27	1096.15	1146.92	814.14	877.75	756.74	639.8	581.9
ENSMUSG00000061981	Flot2	706.21	642.96	665.61	1008.79	975.06	979.44	735.61	757.75
ENSMUSG00000061983	Rps12	40686.33	33766.01	31466.7	17722.67	17761.19	15202.71	12046.92	10432.46
ENSMUSG00000061984	Olfr392	15.4	12.42	9.77	5.75	4.92	7.11	3.26	6.06
ENSMUSG00000061991	H2ac10	15497.84	10974.93	16046.3	969.5	1066.28	284.21	44.57	14.65
ENSMUSG00000062006	Rpl34	226.74	144.82	144.02	63.51	100.82	92.36	69.78	74.6
ENSMUSG00000062012	Zfp13	99.85	113.21	142.59	109.84	83.32	113.69	82.27	109.46
ENSMUSG00000062014	Gmfb	9900.08	9267.52	11227.63	10416.75	10173.28	9958.74	9264.02	8205.69
ENSMUSG00000062031	Pgghg	147.87	236.56	218.14	185.49	128.14	36.66	109.83	120.16
ENSMUSG00000062040	Zfp27	811.18	777.58	964.89	850.5	799.71	917.85	760.84	756.48
ENSMUSG00000062044	Lmtk3	404.25	578.44	216.85	477.31	678.62	435.59	572.12	539.36
ENSMUSG00000062054	Iah1	1070.06	1053.04	933.69	754.2	833.68	778.01	607.92	528.0
ENSMUSG00000062070	Pgk1	18.12	52.31	11.09	26.99	17.03	10.65	22.26	31.98
ENSMUSG00000062073	Gm10109	4.53	5.64	8.26	4.54	5.71	3.55	6.06	2.51
ENSMUSG00000062074	Ccn6	14.04	8.33	5.48	4.21	4.92	10.66	13.16	13.35
ENSMUSG00000062075	Lmnb2	4106.68	3989.18	3835.13	1629.7	1710.92	1345.34	911.84	1032.86
ENSMUSG00000062078	Qk	6876.97	5898.32	6194.11	5400.16	4536.84	5171.37	4600.81	4946.48
ENSMUSG00000062093	Gm10110	47.0	26.16	26.18	12.39	19.36	7.11	11.31	11.5
ENSMUSG00000062098	Btbd3	113.82	162.07	142.53	702.38	681.12	526.89	1167.09	1338.47
ENSMUSG00000062101	Zfp119b	5.1	8.27	31.69	77.29	95.62	279.45	470.22	535.3
ENSMUSG00000062110	Scfd2	376.02	323.31	186.04	241.26	355.41	327.02	319.02	331.03
ENSMUSG00000062115	Rai1	1357.62	1420.84	1015.94	808.66	805.49	652.5	683.15	832.06
ENSMUSG00000062116	Zfp954	1022.84	1230.79	1256.57	966.65	856.94	949.76	774.85	884.39
ENSMUSG00000062121	Olfr149	58.56	52.45	48.65	53.86	55.95	34.35	37.76	52.12
ENSMUSG00000062124	Defb45	1.02	0.84	0.56	1.22	1.44	1.19	2.49	0.31
ENSMUSG00000062127	Cttnbp2nl	3943.43	3509.83	3052.31	2587.97	2731.48	1969.36	1374.7	1327.02
ENSMUSG00000062151	Unc13c	260.79	887.62	913.4	2250.86	2170.9	3625.98	6194.11	8849.31
ENSMUSG00000062157	Ifnlr1	12.17	9.12	10.96	3.65	5.04	11.85	9.25	15.38
ENSMUSG00000062168	Ppef1	21.24	44.19	38.19	28.6	18.55	16.58	31.01	33.21
ENSMUSG00000062169	Cnih4	2265.41	2348.2	2256.78	2377.85	2581.06	2323.41	2471.54	2720.63
ENSMUSG00000062175	Tgif2	1125.21	892.74	653.4	126.63	164.85	88.74	56.92	31.56
ENSMUSG00000062184	Hs6st2	526.68	485.82	369.44	105.3	87.34	68.65	87.7	114.55
ENSMUSG00000062186	Olfr395	18.74	9.86	8.22	8.91	6.88	8.29	14.25	12.0
ENSMUSG00000062190	Lancl2	2638.83	3046.94	2901.5	3311.71	3277.23	3349.69	2951.76	2786.17
ENSMUSG00000062198	2700097O09Rik	469.85	534.17	457.71	333.61	334.21	349.35	342.75	335.88
ENSMUSG00000062200	Vmn2r7	58.21	19.99	15.48	2.1	6.52	14.21	12.65	13.24
ENSMUSG00000062202	Btbd9	3386.45	3851.05	3294.3	6992.9	6920.14	5953.86	5259.83	5852.89
ENSMUSG00000062203	Gspt1	2938.69	2698.91	2369.75	2975.22	3325.88	2737.53	2909.99	2252.19
ENSMUSG00000062209	Erbb4	378.74	365.62	373.85	751.35	647.4	639.38	953.18	1038.34
ENSMUSG00000062210	Tnfaip8	3506.4	2748.02	2766.08	631.41	636.05	634.73	620.26	608.21
ENSMUSG00000062232	Rapgef2	3790.87	3975.01	3546.72	4217.9	4027.71	4207.22	5402.12	6142.89
ENSMUSG00000062234	Gak	520.21	428.2	468.89	414.75	410.9	440.59	376.06	513.79
ENSMUSG00000062248	Cks2	5132.32	5164.95	5319.85	514.58	669.04	371.86	221.37	189.46
ENSMUSG00000062252	Lhfpl5	65.29	140.76	159.65	212.89	231.58	241.53	404.67	396.85
ENSMUSG00000062257	Opcml	428.97	1117.86	1187.44	1391.46	1180.85	1302.47	1934.87	1767.01
ENSMUSG00000062270	Morf4l1	19430.65	20338.44	17690.04	13570.14	15151.37	14308.72	14437.03	12728.63
ENSMUSG00000062272	Olfr1129	10.82	5.53	4.32	6.64	7.98	5.92	6.2	8.88
ENSMUSG00000062284	Gm6030	1.76	2.1	3.27	2.43	2.38	1.19	3.14	6.39
ENSMUSG00000062296	Trank1	293.63	376.4	419.67	1245.75	1188.31	939.03	2095.66	2102.37
ENSMUSG00000062300	Nectin2	2345.02	2471.04	1929.85	1521.6	1584.22	1339.33	1104.55	1079.63
ENSMUSG00000062309	Rpp25	49.78	32.95	28.74	145.41	178.98	145.64	320.23	415.17
ENSMUSG00000062312	Erbb2	1686.77	1106.72	864.91	328.51	325.2	287.72	233.79	254.65
ENSMUSG00000062314	Olfr1505	20.67	27.73	26.48	73.8	65.94	62.75	46.5	32.8
ENSMUSG00000062328	Rpl17	36689.64	35013.22	36939.04	20935.24	19554.44	20905.98	15811.85	15008.51
ENSMUSG00000062352	Itgb1bp1	650.94	732.25	742.2	859.48	760.04	887.02	755.85	788.63
ENSMUSG00000062353	Gm15772	7.93	6.18	4.32	1.22	2.27	2.37	1.85	1.92
ENSMUSG00000062372	Otof	31.88	8.77	10.11	24.79	22.25	15.39	14.07	8.92
ENSMUSG00000062373	Tmem65	5662.24	4097.33	4402.07	4009.38	3504.83	4555.2	5459.56	5932.78
ENSMUSG00000062376	Borcs7	428.28	387.13	523.61	670.02	613.63	792.16	733.84	650.14
ENSMUSG00000062380	Tubb3	88451.92	56941.42	37910.26	28664.74	28197.16	21737.35	19243.92	14849.47
ENSMUSG00000062382	Ftl1-ps1	89.47	81.61	93.7	77.85	79.23	42.62	64.02	48.01
ENSMUSG00000062397	Zfp706	8098.72	8070.68	7399.21	7471.15	7720.52	6918.96	7699.09	7328.1
ENSMUSG00000062421	Arf2	7262.28	6824.49	8389.19	6040.25	6243.54	5915.13	4584.44	4056.0
ENSMUSG00000062432	Cyp26c1	115.02	225.61	172.79	71.44	44.58	39.07	24.46	21.59
ENSMUSG00000062444	Ap3b2	153.62	180.92	171.87	308.59	514.1	494.9	671.99	725.4
ENSMUSG00000062456	Rpl9-ps6	3.68	13.93	12.11	16.21	14.8	4.74	6.2	4.31
ENSMUSG00000062461	Rpl27a-ps4	2.49	0.84	1.05	1.05	1.72	3.55	0.57	1.56
ENSMUSG00000062464	Cyp4f37	6.0	3.18	7.7	3.48	5.75	5.92	9.96	5.11
ENSMUSG00000062478	Ctrc	42.02	32.95	34.93	47.14	35.78	26.06	41.79	53.94
ENSMUSG00000062480	Acat3	95.08	109.54	80.91	47.73	40.53	24.89	13.07	29.6
ENSMUSG00000062483	Vmn1r171	1.76	1.08	1.58	3.65	1.6	1.18	1.09	0.31
ENSMUSG00000062488	Ifit3b	31.32	4.39	4.32	15.71	11.57	40.26	139.39	688.52
ENSMUSG00000062510	Nsl1	1487.76	1770.36	1849.13	153.59	180.06	148.03	126.43	94.28
ENSMUSG00000062515	Fabp4	6.57	2.82	1.62	16.93	5.62	26.05	29.53	58.3
ENSMUSG00000062519	Zfp398	933.31	1269.88	1241.39	1524.12	1369.76	1374.83	1392.64	1385.88
ENSMUSG00000062526	Mppe1	167.0	110.6	152.61	226.18	250.18	275.94	411.21	408.09
ENSMUSG00000062542	Syt9	62.3	93.88	173.23	154.41	99.8	293.66	152.18	177.15
ENSMUSG00000062546	V1ra8	15.06	9.61	6.53	8.18	6.28	2.37	5.18	3.55
ENSMUSG00000062553	Olfr709-ps1	22.88	9.37	11.98	17.98	8.81	13.04	16.48	18.31
ENSMUSG00000062554	Gm12751	147.17	129.27	229.5	114.87	97.98	131.43	116.6	92.05
ENSMUSG00000062563	Cys1	21.8	21.06	29.52	42.28	34.08	59.19	283.06	781.88
ENSMUSG00000062580	Timm17a	2364.52	2166.51	2432.66	2409.84	2315.34	2567.11	2692.03	3063.21
ENSMUSG00000062585	Cnr2	15.52	8.52	10.96	24.06	15.7	11.84	12.97	11.83
ENSMUSG00000062590	Armc9	1189.1	1162.1	835.54	1657.11	1603.61	1682.68	1430.33	1283.43
ENSMUSG00000062591	Tubb4a	855.16	1263.54	844.46	1190.73	1397.17	1161.7	2113.44	1628.43
ENSMUSG00000062604	Srpk2	5695.06	6056.73	8612.18	9782.61	9083.09	9509.56	10698.14	11355.04
ENSMUSG00000062609	Kcnj15	13.48	4.86	2.21	7.13	4.1	16.58	10.99	6.63
ENSMUSG00000062611	Rps3a2	5.27	10.68	20.66	13.77	5.84	14.21	2.75	1.65
ENSMUSG00000062619	2310039H08Rik	644.79	794.91	804.19	663.45	711.23	741.34	453.97	312.92
ENSMUSG00000062627	Mysm1	2359.92	2349.34	3755.17	3473.54	3031.71	3223.2	2616.43	2036.92
ENSMUSG00000062646	Ganc	467.31	476.75	511.52	637.96	560.33	684.46	745.14	861.66
ENSMUSG00000062647	Rpl7a	56276.7	49363.35	45385.12	34744.52	32639.79	35099.74	21812.71	18778.42
ENSMUSG00000062649	Olfr44	3.51	2.22	2.7	3.65	1.13	1.18	4.35	4.43
ENSMUSG00000062661	Ncs1	9814.25	7389.04	5162.96	5573.89	5381.11	4949.92	4945.79	5171.34
ENSMUSG00000062683	Atp5g2	1287.0	1348.36	1995.73	1008.07	1011.89	979.52	885.05	766.4
ENSMUSG00000062691	Cebpzos	684.71	821.12	1075.28	1053.9	1028.04	1368.94	1461.84	1452.11
ENSMUSG00000062727	H2bc12	64964.5	70749.86	58573.82	3089.41	4483.66	1194.94	542.38	310.67
ENSMUSG00000062729	Ppox	135.8	135.09	196.25	148.96	115.49	137.34	135.7	115.43
ENSMUSG00000062743	Zfp677	230.0	237.82	389.08	244.23	190.23	261.65	228.57	195.64
ENSMUSG00000062753	AI413582	196.57	302.98	448.49	254.45	313.44	335.14	583.95	799.8
ENSMUSG00000062760	Shisal1	2037.33	2627.51	2811.5	2834.91	3110.11	2337.34	2844.64	3429.89
ENSMUSG00000062761	Zfp512	5249.38	5387.04	4810.39	5099.08	5140.15	4773.42	4379.08	4241.96
ENSMUSG00000062762	Ei24	3132.27	3121.26	3389.49	3379.91	3644.15	4002.44	3777.71	3909.54
ENSMUSG00000062785	Kcnc3	11.55	50.66	41.84	146.22	161.99	178.78	345.16	478.58
ENSMUSG00000062794	Zfp599	539.57	455.34	417.41	305.94	257.38	261.7	158.65	135.58
ENSMUSG00000062797	Hikeshi	2297.35	2275.41	2494.44	2048.15	1901.88	2073.66	1796.2	1639.25
ENSMUSG00000062818	Vmn1r51	5.83	1.32	2.78	5.43	3.29	4.73	5.23	3.52
ENSMUSG00000062822	4833420G17Rik	2757.71	3129.07	4201.54	3009.85	2446.25	2594.71	1796.81	1793.09
ENSMUSG00000062825	Actg1	889.48	496.68	345.44	296.14	357.03	319.72	214.67	153.33
ENSMUSG00000062826	Ces2f	48.36	43.54	28.46	40.34	33.64	40.26	37.31	44.25
ENSMUSG00000062859	Tcp11	64.61	211.72	214.84	598.74	492.42	418.02	356.87	500.96
ENSMUSG00000062861	Zfp28	658.61	693.86	945.49	828.38	811.75	659.5	482.27	579.32
ENSMUSG00000062866	Phactr2	1188.65	934.8	1211.58	434.14	408.78	455.89	420.6	518.37
ENSMUSG00000062867	Impdh2	120.68	158.68	268.13	234.83	210.83	310.19	324.1	263.16
ENSMUSG00000062868	Olfr830	0.74	1.62	1.69	1.05	0.47	2.37	0.77	0.64
ENSMUSG00000062901	Klhl24	15218.55	16407.5	19755.43	20095.28	18375.02	15416.84	12287.81	11860.41
ENSMUSG00000062906	Hdac10	121.87	88.22	176.37	66.9	121.65	163.4	91.63	59.69
ENSMUSG00000062908	Acadm	96.97	108.77	114.78	173.44	174.2	215.45	258.95	272.87
ENSMUSG00000062929	Cfl2	10955.9	9707.83	10858.35	7364.86	6961.05	6595.91	5507.83	4512.39
ENSMUSG00000062931	Zfp938	373.45	562.06	826.26	701.64	725.06	888.21	857.22	843.1
ENSMUSG00000062933	Gm10123	16724.75	17868.2	17798.62	9379.51	8680.01	10346.33	9417.2	8976.17
ENSMUSG00000062937	Mtap	3204.71	2241.33	2046.16	677.06	702.92	605.1	396.28	350.46
ENSMUSG00000062939	Stat4	21.97	9.18	12.65	5.75	5.83	5.93	6.89	9.87
ENSMUSG00000062944	9130023H24Rik	978.79	979.07	986.0	1165.19	1108.32	987.6	891.92	777.68
ENSMUSG00000062949	Atp11c	1811.06	1316.42	1573.14	420.62	458.06	325.73	288.5	260.14
ENSMUSG00000062960	Kdr	9953.31	26677.01	21468.0	18270.74	18745.97	17575.23	20533.54	12894.58
ENSMUSG00000062961	Ccdc177	1254.98	1077.05	685.74	1076.33	1068.51	1154.55	1758.39	2318.62
ENSMUSG00000062963	Ufc1	3942.45	3717.4	3905.57	4455.78	4212.81	5233.25	4589.76	4058.69
ENSMUSG00000062980	Cped1	87.32	21.97	23.05	17.98	23.38	41.44	73.36	126.8
ENSMUSG00000062981	Mrpl42	2841.88	3093.65	2877.78	2002.46	1954.97	2056.88	1760.93	1705.95
ENSMUSG00000062987	Olfr715b	7.47	6.31	1.69	4.7	2.19	1.18	4.16	2.22
ENSMUSG00000062991	Nrg1	448.89	221.01	132.02	136.73	143.87	156.31	482.35	565.94
ENSMUSG00000062995	Ica1	366.52	346.89	310.24	455.93	531.26	821.71	920.12	867.27
ENSMUSG00000062997	Rpl35	16520.36	13811.26	13751.67	7869.84	7490.34	7733.43	5195.72	4013.8
ENSMUSG00000063011	Msln	93.1	18.5	25.21	8.91	8.31	4.73	6.39	8.7
ENSMUSG00000063015	Ccni	259.53	213.2	186.46	132.52	135.73	94.74	102.68	86.39
ENSMUSG00000063019	Manbal	924.01	874.63	1220.98	1110.56	944.38	1129.68	875.5	749.08
ENSMUSG00000063021	H2ac15	30460.89	38007.9	30578.01	3073.49	4067.96	1693.35	1135.53	742.14
ENSMUSG00000063047	Zfp780b	2678.64	2748.87	2625.09	2557.94	2180.58	2314.0	2301.62	2220.01
ENSMUSG00000063049	Ing2	748.98	994.02	774.05	686.53	776.06	965.08	1194.43	1311.85
ENSMUSG00000063052	Lrrc40	4936.68	4240.38	5051.48	3867.72	3703.44	3670.92	3353.27	2832.21
ENSMUSG00000063060	Sox7	65.46	7.2	2.14	20.09	27.5	56.84	51.04	30.29
ENSMUSG00000063063	Ctnna2	7941.71	8013.26	7266.91	5662.98	5134.75	5570.2	6418.77	5654.12
ENSMUSG00000063065	Mapk3	290.99	218.38	104.98	128.22	44.96	170.31	111.04	137.42
ENSMUSG00000063077	Kif1b	5547.52	4325.71	4018.99	13882.09	12205.93	20035.84	23194.74	27056.84
ENSMUSG00000063108	Zfp26	9490.44	7699.7	7900.49	6834.61	5309.6	5286.24	4087.88	3228.35
ENSMUSG00000063116	Olfr410	2.78	4.98	3.27	9.24	1.41	10.66	3.2	2.58
ENSMUSG00000063129	Aldoart2	0.74	1.5	5.52	2.27	5.16	2.37	2.3	0.64
ENSMUSG00000063137	Olfr177	3.68	8.65	3.23	7.13	3.59	3.55	6.85	5.75
ENSMUSG00000063142	Kcnma1	437.62	813.01	1015.81	5627.34	4518.23	7047.76	11370.18	11687.5
ENSMUSG00000063145	Bbs5	366.73	560.85	768.36	2494.61	2266.54	3916.35	4390.44	4263.78
ENSMUSG00000063146	Clip2	5725.15	5633.82	4152.11	4136.17	4080.91	3265.94	2660.6	3194.86
ENSMUSG00000063160	Numbl	1967.06	2088.48	1663.03	2271.05	2559.01	1677.94	1372.33	1193.98
ENSMUSG00000063171	Rps4l	1968.05	2021.19	1634.19	2612.72	2674.05	2629.71	2764.41	2171.42
ENSMUSG00000063172	Hspb11	712.4	915.54	878.63	706.15	770.17	999.53	861.99	698.68
ENSMUSG00000063179	Pstk	405.46	351.67	262.54	292.29	271.96	258.18	349.06	394.82
ENSMUSG00000063188	Olfr107	1.47	3.06	2.63	10.45	2.46	5.92	4.98	5.4
ENSMUSG00000063200	Nol7	3848.1	4332.4	5794.65	4165.17	3895.06	4495.11	3759.2	3657.86
ENSMUSG00000063216	Olfr1351	2.94	2.46	1.65	2.27	2.04	1.18	1.41	1.63
ENSMUSG00000063229	Ldha	284.61	626.0	334.73	945.33	1184.32	836.09	631.26	525.7
ENSMUSG00000063230	Olfr535	6.17	5.17	2.21	3.32	3.48	2.37	8.04	6.72
ENSMUSG00000063234	Gpr84	9.23	4.02	5.97	27.22	25.73	30.79	31.14	22.88
ENSMUSG00000063235	Ptpmt1	214.23	172.98	169.4	332.81	337.73	428.66	377.25	341.29
ENSMUSG00000063236	1110038F14Rik	951.38	909.8	1223.44	1126.84	1280.16	1213.75	923.54	844.72
ENSMUSG00000063239	Grm4	133.98	178.07	158.05	309.94	282.77	354.03	402.12	457.48
ENSMUSG00000063240	Olfr133	4.81	5.88	4.77	3.32	1.83	5.92	2.69	4.78
ENSMUSG00000063245	Zfp993	167.72	132.06	174.23	121.83	95.41	97.08	150.97	136.68
ENSMUSG00000063253	Scoc	1587.53	1746.11	1829.64	1751.8	1865.88	1853.24	2579.11	2570.59
ENSMUSG00000063260	Syt10	21.07	22.25	39.52	132.92	108.39	172.88	394.92	485.69
ENSMUSG00000063268	Parp10	41.28	57.07	51.82	173.77	212.54	272.37	348.91	404.48
ENSMUSG00000063273	Naa15	759.44	520.72	539.95	430.84	353.97	326.84	321.43	330.34
ENSMUSG00000063275	Hacd1	53.01	25.14	20.06	34.26	25.43	62.75	48.36	57.58
ENSMUSG00000063281	Zfp35	1182.37	1497.8	1424.8	981.78	1079.7	997.21	1072.39	1144.4
ENSMUSG00000063286	Gm8995	21.24	4.74	8.19	16.04	28.23	47.36	53.2	85.2
ENSMUSG00000063296	Tmem117	95.48	200.66	193.23	478.01	416.93	568.35	925.4	734.03
ENSMUSG00000063297	Luzp2	400.88	1405.07	1816.33	2526.98	2389.13	2477.27	3284.05	3331.04
ENSMUSG00000063314	Gm12657	5.1	6.72	3.87	1.22	3.51	1.19	4.34	2.8
ENSMUSG00000063316	Rpl27	1795.47	1092.58	1306.32	1099.79	1165.56	1081.27	739.97	417.84
ENSMUSG00000063317	Usp31	3476.61	3746.67	3991.97	3114.94	3065.73	2985.13	3030.47	3201.95
ENSMUSG00000063320	1190007I07Rik	143.11	137.36	128.17	63.35	100.06	61.59	67.51	65.6
ENSMUSG00000063334	Krr1	5199.39	5881.54	7360.8	5568.14	5670.67	5569.19	5279.38	5612.08
ENSMUSG00000063354	Slc39a4	14.5	7.15	5.41	58.09	45.38	91.2	61.62	73.03
ENSMUSG00000063358	Mapk1	4992.25	4867.75	4683.68	4786.04	5108.92	4383.56	4809.01	4446.31
ENSMUSG00000063362	Alg11	82.22	204.58	182.35	230.5	263.83	380.24	336.35	411.05
ENSMUSG00000063364	3300002I08Rik	348.78	318.17	389.97	245.68	226.43	249.89	210.36	207.84
ENSMUSG00000063382	Bcl9l	293.28	285.98	256.92	192.08	223.58	140.91	159.34	157.65
ENSMUSG00000063383	Zfp947	321.31	344.37	441.86	274.05	242.1	272.4	275.21	236.33
ENSMUSG00000063386	Olfr1387	4.81	4.69	2.67	3.32	1.8	9.48	2.62	0.66
ENSMUSG00000063406	Tmed5	157.08	126.26	86.79	43.33	52.35	42.64	43.74	42.39
ENSMUSG00000063410	Stk24	2856.71	2736.7	2454.62	1925.34	2155.8	1793.87	2041.74	2386.2
ENSMUSG00000063412	Gm10131	2538.41	2568.29	2749.92	1383.02	1492.41	1319.29	903.58	612.63
ENSMUSG00000063415	Cyp26b1	64.79	49.32	26.28	50.23	61.28	53.27	80.86	117.24
ENSMUSG00000063428	Ddo	15.69	18.6	11.31	85.71	67.7	112.47	262.17	310.42
ENSMUSG00000063430	Wscd2	775.43	487.37	513.17	628.37	573.03	1481.28	1943.58	2200.07
ENSMUSG00000063434	Sorcs3	59.01	168.97	155.26	388.82	348.33	565.96	975.72	785.02
ENSMUSG00000063439	B9d2	388.02	546.37	557.21	792.51	1036.5	644.17	748.58	683.66
ENSMUSG00000063445	Nmral1	2607.91	2266.48	2102.36	858.9	930.23	791.0	470.11	438.49
ENSMUSG00000063446	Plppr1	1744.39	3104.07	2376.19	1273.46	1341.64	877.38	750.93	414.48
ENSMUSG00000063447	Ube2d2b	2.49	3.85	1.09	1.22	0.55	3.56	1.09	0.62
ENSMUSG00000063450	Syne2	10126.46	7895.7	9222.25	7579.55	8430.74	8033.79	9251.03	10451.9
ENSMUSG00000063455	D630045J12Rik	2518.33	2060.23	1725.49	2603.07	2641.55	2395.47	2583.25	2092.33
ENSMUSG00000063457	Rps15	72.72	42.13	42.22	57.53	63.94	91.2	82.29	58.14
ENSMUSG00000063458	Lrmda	6.91	7.86	6.08	11.67	8.32	3.56	16.22	16.28
ENSMUSG00000063480	Snu13	7195.68	6667.33	6920.45	5019.83	4905.63	5132.23	4587.31	4525.28
ENSMUSG00000063488	Zkscan7	857.5	819.72	1045.52	707.2	780.97	614.55	560.89	488.57
